SA4_NAME16	EduInstitutionType	Sex	students
Capital Region		F	8397
Capital Region		M	9183
Capital Region	Infants/Primary	F	8739
Capital Region	Infants/Primary	M	9551
Capital Region	Pre-school	F	2071
Capital Region	Pre-school	M	2281
Capital Region	Secondary	F	6937
Capital Region	Secondary	M	7179
Capital Region	Technical or Further Educational Institution	F	3110
Capital Region	Technical or Further Educational Institution	M	2641
Capital Region	University or other tertiary	F	3898
Capital Region	University or other tertiary	M	2132
Central Coast		F	11022
Central Coast		M	9672
Central Coast	Infants/Primary	F	13355
Central Coast	Infants/Primary	M	14424
Central Coast	Pre-school	F	3844
Central Coast	Pre-school	M	4254
Central Coast	Secondary	F	10845
Central Coast	Secondary	M	11079
Central Coast	Technical or Further Educational Institution	F	4852
Central Coast	Technical or Further Educational Institution	M	4025
Central Coast	University or other tertiary	F	6838
Central Coast	University or other tertiary	M	3972
Central West		F	7948
Central West		M	9278
Central West	Infants/Primary	F	8854
Central West	Infants/Primary	M	9360
Central West	Pre-school	F	2192
Central West	Pre-school	M	2366
Central West	Secondary	F	6913
Central West	Secondary	M	7092
Central West	Technical or Further Educational Institution	F	2983
Central West	Technical or Further Educational Institution	M	2289
Central West	University or other tertiary	F	3311
Central West	University or other tertiary	M	1704
Coffs Harbour - Grafton		F	5484
Coffs Harbour - Grafton		M	6038
Coffs Harbour - Grafton	Infants/Primary	F	5442
Coffs Harbour - Grafton	Infants/Primary	M	5791
Coffs Harbour - Grafton	Pre-school	F	1351
Coffs Harbour - Grafton	Pre-school	M	1423
Coffs Harbour - Grafton	Secondary	F	4369
Coffs Harbour - Grafton	Secondary	M	4381
Coffs Harbour - Grafton	Technical or Further Educational Institution	F	2092
Coffs Harbour - Grafton	Technical or Further Educational Institution	M	1590
Coffs Harbour - Grafton	University or other tertiary	F	2055
Coffs Harbour - Grafton	University or other tertiary	M	906
Far West and Orana		F	6883
Far West and Orana		M	7469
Far West and Orana	Infants/Primary	F	4580
Far West and Orana	Infants/Primary	M	4694
Far West and Orana	Pre-school	F	1226
Far West and Orana	Pre-school	M	1318
Far West and Orana	Secondary	F	3254
Far West and Orana	Secondary	M	3265
Far West and Orana	Technical or Further Educational Institution	F	1506
Far West and Orana	Technical or Further Educational Institution	M	1057
Far West and Orana	University or other tertiary	F	1437
Far West and Orana	University or other tertiary	M	541
Hunter Valley exc Newcastle		F	8159
Hunter Valley exc Newcastle		M	10052
Hunter Valley exc Newcastle	Infants/Primary	F	12293
Hunter Valley exc Newcastle	Infants/Primary	M	13025
Hunter Valley exc Newcastle	Pre-school	F	3286
Hunter Valley exc Newcastle	Pre-school	M	3473
Hunter Valley exc Newcastle	Secondary	F	9355
Hunter Valley exc Newcastle	Secondary	M	9515
Hunter Valley exc Newcastle	Technical or Further Educational Institution	F	4287
Hunter Valley exc Newcastle	Technical or Further Educational Institution	M	3376
Hunter Valley exc Newcastle	University or other tertiary	F	4843
Hunter Valley exc Newcastle	University or other tertiary	M	2467
Illawarra		F	8364
Illawarra		M	7854
Illawarra	Infants/Primary	F	12086
Illawarra	Infants/Primary	M	12843
Illawarra	Pre-school	F	3505
Illawarra	Pre-school	M	3858
Illawarra	Secondary	F	9902
Illawarra	Secondary	M	10058
Illawarra	Technical or Further Educational Institution	F	4540
Illawarra	Technical or Further Educational Institution	M	4047
Illawarra	University or other tertiary	F	9073
Illawarra	University or other tertiary	M	6414
Mid North Coast		F	8543
Mid North Coast		M	8700
Mid North Coast	Infants/Primary	F	7912
Mid North Coast	Infants/Primary	M	8170
Mid North Coast	Pre-school	F	1883
Mid North Coast	Pre-school	M	2026
Mid North Coast	Secondary	F	6446
Mid North Coast	Secondary	M	6547
Mid North Coast	Technical or Further Educational Institution	F	2996
Mid North Coast	Technical or Further Educational Institution	M	2032
Mid North Coast	University or other tertiary	F	3105
Mid North Coast	University or other tertiary	M	1357
Murray		F	4996
Murray		M	5138
Murray	Infants/Primary	F	4679
Murray	Infants/Primary	M	4944
Murray	Pre-school	F	1217
Murray	Pre-school	M	1321
Murray	Secondary	F	3816
Murray	Secondary	M	3679
Murray	Technical or Further Educational Institution	F	1702
Murray	Technical or Further Educational Institution	M	1322
Murray	University or other tertiary	F	1828
Murray	University or other tertiary	M	774
New England and North West		F	9519
New England and North West		M	9485
New England and North West	Infants/Primary	F	7466
New England and North West	Infants/Primary	M	7794
New England and North West	Pre-school	F	1802
New England and North West	Pre-school	M	2004
New England and North West	Secondary	F	5858
New England and North West	Secondary	M	5803
New England and North West	Technical or Further Educational Institution	F	2532
New England and North West	Technical or Further Educational Institution	M	1706
New England and North West	University or other tertiary	F	3141
New England and North West	University or other tertiary	M	1623
Newcastle and Lake Macquarie		F	9984
Newcastle and Lake Macquarie		M	9533
Newcastle and Lake Macquarie	Infants/Primary	F	14863
Newcastle and Lake Macquarie	Infants/Primary	M	15952
Newcastle and Lake Macquarie	Pre-school	F	4141
Newcastle and Lake Macquarie	Pre-school	M	4497
Newcastle and Lake Macquarie	Secondary	F	11542
Newcastle and Lake Macquarie	Secondary	M	11755
Newcastle and Lake Macquarie	Technical or Further Educational Institution	F	5092
Newcastle and Lake Macquarie	Technical or Further Educational Institution	M	4737
Newcastle and Lake Macquarie	University or other tertiary	F	12080
Newcastle and Lake Macquarie	University or other tertiary	M	8565
Richmond - Tweed		F	11092
Richmond - Tweed		M	10447
Richmond - Tweed	Infants/Primary	F	9226
Richmond - Tweed	Infants/Primary	M	9726
Richmond - Tweed	Pre-school	F	2183
Richmond - Tweed	Pre-school	M	2386
Richmond - Tweed	Secondary	F	7397
Richmond - Tweed	Secondary	M	7644
Richmond - Tweed	Technical or Further Educational Institution	F	3507
Richmond - Tweed	Technical or Further Educational Institution	M	2606
Richmond - Tweed	University or other tertiary	F	4522
Richmond - Tweed	University or other tertiary	M	2257
Riverina		F	6234
Riverina		M	7274
Riverina	Infants/Primary	F	6708
Riverina	Infants/Primary	M	7091
Riverina	Pre-school	F	1790
Riverina	Pre-school	M	1867
Riverina	Secondary	F	5418
Riverina	Secondary	M	5278
Riverina	Technical or Further Educational Institution	F	2264
Riverina	Technical or Further Educational Institution	M	1972
Riverina	University or other tertiary	F	3146
Riverina	University or other tertiary	M	1459
Southern Highlands and Shoalhaven		F	5359
Southern Highlands and Shoalhaven		M	5850
Southern Highlands and Shoalhaven	Infants/Primary	F	5600
Southern Highlands and Shoalhaven	Infants/Primary	M	5880
Southern Highlands and Shoalhaven	Pre-school	F	1490
Southern Highlands and Shoalhaven	Pre-school	M	1648
Southern Highlands and Shoalhaven	Secondary	F	4641
Southern Highlands and Shoalhaven	Secondary	M	4527
Southern Highlands and Shoalhaven	Technical or Further Educational Institution	F	2018
Southern Highlands and Shoalhaven	Technical or Further Educational Institution	M	1614
Southern Highlands and Shoalhaven	University or other tertiary	F	2214
Southern Highlands and Shoalhaven	University or other tertiary	M	1172
Sydney - Baulkham Hills and Hawkesbury		F	4790
Sydney - Baulkham Hills and Hawkesbury		M	4543
Sydney - Baulkham Hills and Hawkesbury	Infants/Primary	F	12667
Sydney - Baulkham Hills and Hawkesbury	Infants/Primary	M	13709
Sydney - Baulkham Hills and Hawkesbury	Pre-school	F	2959
Sydney - Baulkham Hills and Hawkesbury	Pre-school	M	3161
Sydney - Baulkham Hills and Hawkesbury	Secondary	F	10556
Sydney - Baulkham Hills and Hawkesbury	Secondary	M	11171
Sydney - Baulkham Hills and Hawkesbury	Technical or Further Educational Institution	F	3170
Sydney - Baulkham Hills and Hawkesbury	Technical or Further Educational Institution	M	2850
Sydney - Baulkham Hills and Hawkesbury	University or other tertiary	F	7719
Sydney - Baulkham Hills and Hawkesbury	University or other tertiary	M	6423
Sydney - Blacktown		F	13191
Sydney - Blacktown		M	14566
Sydney - Blacktown	Infants/Primary	F	19633
Sydney - Blacktown	Infants/Primary	M	20480
Sydney - Blacktown	Pre-school	F	4444
Sydney - Blacktown	Pre-school	M	4864
Sydney - Blacktown	Secondary	F	13892
Sydney - Blacktown	Secondary	M	14504
Sydney - Blacktown	Technical or Further Educational Institution	F	5762
Sydney - Blacktown	Technical or Further Educational Institution	M	4653
Sydney - Blacktown	University or other tertiary	F	10525
Sydney - Blacktown	University or other tertiary	M	8195
Sydney - City and Inner South		F	13979
Sydney - City and Inner South		M	15009
Sydney - City and Inner South	Infants/Primary	F	6229
Sydney - City and Inner South	Infants/Primary	M	6488
Sydney - City and Inner South	Pre-school	F	1970
Sydney - City and Inner South	Pre-school	M	2173
Sydney - City and Inner South	Secondary	F	4645
Sydney - City and Inner South	Secondary	M	4839
Sydney - City and Inner South	Technical or Further Educational Institution	F	6620
Sydney - City and Inner South	Technical or Further Educational Institution	M	5509
Sydney - City and Inner South	University or other tertiary	F	16967
Sydney - City and Inner South	University or other tertiary	M	14770
Sydney - Eastern Suburbs		F	9004
Sydney - Eastern Suburbs		M	9115
Sydney - Eastern Suburbs	Infants/Primary	F	8624
Sydney - Eastern Suburbs	Infants/Primary	M	8914
Sydney - Eastern Suburbs	Pre-school	F	2408
Sydney - Eastern Suburbs	Pre-school	M	2624
Sydney - Eastern Suburbs	Secondary	F	7235
Sydney - Eastern Suburbs	Secondary	M	7363
Sydney - Eastern Suburbs	Technical or Further Educational Institution	F	3479
Sydney - Eastern Suburbs	Technical or Further Educational Institution	M	2678
Sydney - Eastern Suburbs	University or other tertiary	F	9873
Sydney - Eastern Suburbs	University or other tertiary	M	8153
Sydney - Inner South West		F	22803
Sydney - Inner South West		M	23047
Sydney - Inner South West	Infants/Primary	F	22441
Sydney - Inner South West	Infants/Primary	M	23995
Sydney - Inner South West	Pre-school	F	5436
Sydney - Inner South West	Pre-school	M	6125
Sydney - Inner South West	Secondary	F	18677
Sydney - Inner South West	Secondary	M	19271
Sydney - Inner South West	Technical or Further Educational Institution	F	8718
Sydney - Inner South West	Technical or Further Educational Institution	M	8602
Sydney - Inner South West	University or other tertiary	F	18259
Sydney - Inner South West	University or other tertiary	M	16542
Sydney - Inner West		F	9290
Sydney - Inner West		M	9175
Sydney - Inner West	Infants/Primary	F	9990
Sydney - Inner West	Infants/Primary	M	10098
Sydney - Inner West	Pre-school	F	2611
Sydney - Inner West	Pre-school	M	2852
Sydney - Inner West	Secondary	F	8176
Sydney - Inner West	Secondary	M	8144
Sydney - Inner West	Technical or Further Educational Institution	F	4456
Sydney - Inner West	Technical or Further Educational Institution	M	4038
Sydney - Inner West	University or other tertiary	F	11809
Sydney - Inner West	University or other tertiary	M	10376
Sydney - North Sydney and Hornsby		F	8999
Sydney - North Sydney and Hornsby		M	7639
Sydney - North Sydney and Hornsby	Infants/Primary	F	17852
Sydney - North Sydney and Hornsby	Infants/Primary	M	18789
Sydney - North Sydney and Hornsby	Pre-school	F	4360
Sydney - North Sydney and Hornsby	Pre-school	M	4845
Sydney - North Sydney and Hornsby	Secondary	F	14988
Sydney - North Sydney and Hornsby	Secondary	M	15743
Sydney - North Sydney and Hornsby	Technical or Further Educational Institution	F	5019
Sydney - North Sydney and Hornsby	Technical or Further Educational Institution	M	3520
Sydney - North Sydney and Hornsby	University or other tertiary	F	14344
Sydney - North Sydney and Hornsby	University or other tertiary	M	12262
Sydney - Northern Beaches		F	5777
Sydney - Northern Beaches		M	5127
Sydney - Northern Beaches	Infants/Primary	F	10935
Sydney - Northern Beaches	Infants/Primary	M	11725
Sydney - Northern Beaches	Pre-school	F	3010
Sydney - Northern Beaches	Pre-school	M	3225
Sydney - Northern Beaches	Secondary	F	9793
Sydney - Northern Beaches	Secondary	M	10213
Sydney - Northern Beaches	Technical or Further Educational Institution	F	3018
Sydney - Northern Beaches	Technical or Further Educational Institution	M	3042
Sydney - Northern Beaches	University or other tertiary	F	7034
Sydney - Northern Beaches	University or other tertiary	M	5306
Sydney - Outer South West		F	9095
Sydney - Outer South West		M	8337
Sydney - Outer South West	Infants/Primary	F	14189
Sydney - Outer South West	Infants/Primary	M	14713
Sydney - Outer South West	Pre-school	F	3483
Sydney - Outer South West	Pre-school	M	3856
Sydney - Outer South West	Secondary	F	10613
Sydney - Outer South West	Secondary	M	10864
Sydney - Outer South West	Technical or Further Educational Institution	F	3936
Sydney - Outer South West	Technical or Further Educational Institution	M	3467
Sydney - Outer South West	University or other tertiary	F	6668
Sydney - Outer South West	University or other tertiary	M	4329
Sydney - Outer West and Blue Mountains		F	10201
Sydney - Outer West and Blue Mountains		M	9873
Sydney - Outer West and Blue Mountains	Infants/Primary	F	14248
Sydney - Outer West and Blue Mountains	Infants/Primary	M	14914
Sydney - Outer West and Blue Mountains	Pre-school	F	3657
Sydney - Outer West and Blue Mountains	Pre-school	M	4089
Sydney - Outer West and Blue Mountains	Secondary	F	11009
Sydney - Outer West and Blue Mountains	Secondary	M	11233
Sydney - Outer West and Blue Mountains	Technical or Further Educational Institution	F	4823
Sydney - Outer West and Blue Mountains	Technical or Further Educational Institution	M	4012
Sydney - Outer West and Blue Mountains	University or other tertiary	F	7485
Sydney - Outer West and Blue Mountains	University or other tertiary	M	4553
Sydney - Parramatta		F	19183
Sydney - Parramatta		M	22613
Sydney - Parramatta	Infants/Primary	F	19860
Sydney - Parramatta	Infants/Primary	M	20642
Sydney - Parramatta	Pre-school	F	4542
Sydney - Parramatta	Pre-school	M	5039
Sydney - Parramatta	Secondary	F	14260
Sydney - Parramatta	Secondary	M	14861
Sydney - Parramatta	Technical or Further Educational Institution	F	7868
Sydney - Parramatta	Technical or Further Educational Institution	M	6869
Sydney - Parramatta	University or other tertiary	F	15457
Sydney - Parramatta	University or other tertiary	M	14195
Sydney - Ryde		F	5139
Sydney - Ryde		M	4653
Sydney - Ryde	Infants/Primary	F	7795
Sydney - Ryde	Infants/Primary	M	8265
Sydney - Ryde	Pre-school	F	1927
Sydney - Ryde	Pre-school	M	2114
Sydney - Ryde	Secondary	F	6070
Sydney - Ryde	Secondary	M	6418
Sydney - Ryde	Technical or Further Educational Institution	F	2876
Sydney - Ryde	Technical or Further Educational Institution	M	2134
Sydney - Ryde	University or other tertiary	F	7962
Sydney - Ryde	University or other tertiary	M	7115
Sydney - South West		F	17042
Sydney - South West		M	16563
Sydney - South West	Infants/Primary	F	20671
Sydney - South West	Infants/Primary	M	21870
Sydney - South West	Pre-school	F	4265
Sydney - South West	Pre-school	M	4821
Sydney - South West	Secondary	F	17733
Sydney - South West	Secondary	M	18275
Sydney - South West	Technical or Further Educational Institution	F	6419
Sydney - South West	Technical or Further Educational Institution	M	5569
Sydney - South West	University or other tertiary	F	12553
Sydney - South West	University or other tertiary	M	9250
Sydney - Sutherland		F	4804
Sydney - Sutherland		M	4242
Sydney - Sutherland	Infants/Primary	F	9214
Sydney - Sutherland	Infants/Primary	M	10036
Sydney - Sutherland	Pre-school	F	2649
Sydney - Sutherland	Pre-school	M	2882
Sydney - Sutherland	Secondary	F	8032
Sydney - Sutherland	Secondary	M	8151
Sydney - Sutherland	Technical or Further Educational Institution	F	2718
Sydney - Sutherland	Technical or Further Educational Institution	M	3037
Sydney - Sutherland	University or other tertiary	F	5790
Sydney - Sutherland	University or other tertiary	M	3972
No usual address (NSW)		F	1559
No usual address (NSW)		M	2273
No usual address (NSW)	Infants/Primary	F	155
No usual address (NSW)	Infants/Primary	M	143
No usual address (NSW)	Pre-school	F	31
No usual address (NSW)	Pre-school	M	37
No usual address (NSW)	Secondary	F	116
No usual address (NSW)	Secondary	M	107
No usual address (NSW)	Technical or Further Educational Institution	F	124
No usual address (NSW)	Technical or Further Educational Institution	M	78
No usual address (NSW)	University or other tertiary	F	161
No usual address (NSW)	University or other tertiary	M	95
Ballarat		F	5893
Ballarat		M	5999
Ballarat	Infants/Primary	F	6741
Ballarat	Infants/Primary	M	7165
Ballarat	Pre-school	F	1747
Ballarat	Pre-school	M	1844
Ballarat	Secondary	F	5701
Ballarat	Secondary	M	5643
Ballarat	Technical or Further Educational Institution	F	1804
Ballarat	Technical or Further Educational Institution	M	1630
Ballarat	University or other tertiary	F	3965
Ballarat	University or other tertiary	M	2171
Bendigo		F	6091
Bendigo		M	6213
Bendigo	Infants/Primary	F	6558
Bendigo	Infants/Primary	M	6962
Bendigo	Pre-school	F	1619
Bendigo	Pre-school	M	1761
Bendigo	Secondary	F	5221
Bendigo	Secondary	M	5294
Bendigo	Technical or Further Educational Institution	F	1965
Bendigo	Technical or Further Educational Institution	M	1678
Bendigo	University or other tertiary	F	3349
Bendigo	University or other tertiary	M	1628
Geelong		F	9600
Geelong		M	10254
Geelong	Infants/Primary	F	12942
Geelong	Infants/Primary	M	13602
Geelong	Pre-school	F	3486
Geelong	Pre-school	M	3927
Geelong	Secondary	F	10067
Geelong	Secondary	M	10394
Geelong	Technical or Further Educational Institution	F	3744
Geelong	Technical or Further Educational Institution	M	3620
Geelong	University or other tertiary	F	8658
Geelong	University or other tertiary	M	5706
Hume		F	6976
Hume		M	7088
Hume	Infants/Primary	F	6875
Hume	Infants/Primary	M	7205
Hume	Pre-school	F	1723
Hume	Pre-school	M	1774
Hume	Secondary	F	5817
Hume	Secondary	M	5756
Hume	Technical or Further Educational Institution	F	2499
Hume	Technical or Further Educational Institution	M	1997
Hume	University or other tertiary	F	2539
Hume	University or other tertiary	M	1165
Latrobe - Gippsland		F	11986
Latrobe - Gippsland		M	12371
Latrobe - Gippsland	Infants/Primary	F	10835
Latrobe - Gippsland	Infants/Primary	M	11565
Latrobe - Gippsland	Pre-school	F	2667
Latrobe - Gippsland	Pre-school	M	2940
Latrobe - Gippsland	Secondary	F	8665
Latrobe - Gippsland	Secondary	M	8647
Latrobe - Gippsland	Technical or Further Educational Institution	F	3448
Latrobe - Gippsland	Technical or Further Educational Institution	M	2467
Latrobe - Gippsland	University or other tertiary	F	4250
Latrobe - Gippsland	University or other tertiary	M	1814
Melbourne - Inner		F	21611
Melbourne - Inner		M	20602
Melbourne - Inner	Infants/Primary	F	13786
Melbourne - Inner	Infants/Primary	M	14199
Melbourne - Inner	Pre-school	F	4318
Melbourne - Inner	Pre-school	M	4535
Melbourne - Inner	Secondary	F	11439
Melbourne - Inner	Secondary	M	11357
Melbourne - Inner	Technical or Further Educational Institution	F	9669
Melbourne - Inner	Technical or Further Educational Institution	M	8333
Melbourne - Inner	University or other tertiary	F	36689
Melbourne - Inner	University or other tertiary	M	28212
Melbourne - Inner East		F	8447
Melbourne - Inner East		M	7717
Melbourne - Inner East	Infants/Primary	F	13757
Melbourne - Inner East	Infants/Primary	M	14320
Melbourne - Inner East	Pre-school	F	3375
Melbourne - Inner East	Pre-school	M	3692
Melbourne - Inner East	Secondary	F	13697
Melbourne - Inner East	Secondary	M	14191
Melbourne - Inner East	Technical or Further Educational Institution	F	3708
Melbourne - Inner East	Technical or Further Educational Institution	M	3625
Melbourne - Inner East	University or other tertiary	F	15547
Melbourne - Inner East	University or other tertiary	M	14179
Melbourne - Inner South		F	9606
Melbourne - Inner South		M	8485
Melbourne - Inner South	Infants/Primary	F	16575
Melbourne - Inner South	Infants/Primary	M	17384
Melbourne - Inner South	Pre-school	F	4614
Melbourne - Inner South	Pre-school	M	4897
Melbourne - Inner South	Secondary	F	15014
Melbourne - Inner South	Secondary	M	15557
Melbourne - Inner South	Technical or Further Educational Institution	F	3907
Melbourne - Inner South	Technical or Further Educational Institution	M	3709
Melbourne - Inner South	University or other tertiary	F	14297
Melbourne - Inner South	University or other tertiary	M	11616
Melbourne - North East		F	14267
Melbourne - North East		M	14083
Melbourne - North East	Infants/Primary	F	22488
Melbourne - North East	Infants/Primary	M	23737
Melbourne - North East	Pre-school	F	6198
Melbourne - North East	Pre-school	M	6958
Melbourne - North East	Secondary	F	17365
Melbourne - North East	Secondary	M	17990
Melbourne - North East	Technical or Further Educational Institution	F	6366
Melbourne - North East	Technical or Further Educational Institution	M	6660
Melbourne - North East	University or other tertiary	F	15983
Melbourne - North East	University or other tertiary	M	11546
Melbourne - North West		F	13926
Melbourne - North West		M	13832
Melbourne - North West	Infants/Primary	F	18542
Melbourne - North West	Infants/Primary	M	19495
Melbourne - North West	Pre-school	F	4866
Melbourne - North West	Pre-school	M	5338
Melbourne - North West	Secondary	F	14114
Melbourne - North West	Secondary	M	14561
Melbourne - North West	Technical or Further Educational Institution	F	5491
Melbourne - North West	Technical or Further Educational Institution	M	5742
Melbourne - North West	University or other tertiary	F	10845
Melbourne - North West	University or other tertiary	M	7764
Melbourne - Outer East		F	11579
Melbourne - Outer East		M	10539
Melbourne - Outer East	Infants/Primary	F	20491
Melbourne - Outer East	Infants/Primary	M	21850
Melbourne - Outer East	Pre-school	F	5618
Melbourne - Outer East	Pre-school	M	6218
Melbourne - Outer East	Secondary	F	17156
Melbourne - Outer East	Secondary	M	18190
Melbourne - Outer East	Technical or Further Educational Institution	F	6063
Melbourne - Outer East	Technical or Further Educational Institution	M	5951
Melbourne - Outer East	University or other tertiary	F	12877
Melbourne - Outer East	University or other tertiary	M	9347
Melbourne - South East		F	26441
Melbourne - South East		M	26588
Melbourne - South East	Infants/Primary	F	36597
Melbourne - South East	Infants/Primary	M	38664
Melbourne - South East	Pre-school	F	9237
Melbourne - South East	Pre-school	M	10215
Melbourne - South East	Secondary	F	28977
Melbourne - South East	Secondary	M	29947
Melbourne - South East	Technical or Further Educational Institution	F	12205
Melbourne - South East	Technical or Further Educational Institution	M	11339
Melbourne - South East	University or other tertiary	F	25056
Melbourne - South East	University or other tertiary	M	20755
Melbourne - West		F	30052
Melbourne - West		M	33067
Melbourne - West	Infants/Primary	F	39371
Melbourne - West	Infants/Primary	M	41322
Melbourne - West	Pre-school	F	10144
Melbourne - West	Pre-school	M	10940
Melbourne - West	Secondary	F	27395
Melbourne - West	Secondary	M	27994
Melbourne - West	Technical or Further Educational Institution	F	11105
Melbourne - West	Technical or Further Educational Institution	M	10770
Melbourne - West	University or other tertiary	F	22516
Melbourne - West	University or other tertiary	M	16929
Mornington Peninsula		F	9953
Mornington Peninsula		M	9246
Mornington Peninsula	Infants/Primary	F	11586
Mornington Peninsula	Infants/Primary	M	12287
Mornington Peninsula	Pre-school	F	3141
Mornington Peninsula	Pre-school	M	3491
Mornington Peninsula	Secondary	F	9551
Mornington Peninsula	Secondary	M	9878
Mornington Peninsula	Technical or Further Educational Institution	F	3571
Mornington Peninsula	Technical or Further Educational Institution	M	3269
Mornington Peninsula	University or other tertiary	F	5866
Mornington Peninsula	University or other tertiary	M	3254
North West		F	6634
North West		M	7591
North West	Infants/Primary	F	5672
North West	Infants/Primary	M	6015
North West	Pre-school	F	1463
North West	Pre-school	M	1543
North West	Secondary	F	4507
North West	Secondary	M	4551
North West	Technical or Further Educational Institution	F	1680
North West	Technical or Further Educational Institution	M	1247
North West	University or other tertiary	F	1737
North West	University or other tertiary	M	716
Shepparton		F	5651
Shepparton		M	5877
Shepparton	Infants/Primary	F	5356
Shepparton	Infants/Primary	M	5613
Shepparton	Pre-school	F	1235
Shepparton	Pre-school	M	1432
Shepparton	Secondary	F	4362
Shepparton	Secondary	M	4472
Shepparton	Technical or Further Educational Institution	F	1783
Shepparton	Technical or Further Educational Institution	M	1367
Shepparton	University or other tertiary	F	1737
Shepparton	University or other tertiary	M	748
Warrnambool and South West		F	4512
Warrnambool and South West		M	4561
Warrnambool and South West	Infants/Primary	F	4665
Warrnambool and South West	Infants/Primary	M	4996
Warrnambool and South West	Pre-school	F	1218
Warrnambool and South West	Pre-school	M	1262
Warrnambool and South West	Secondary	F	4039
Warrnambool and South West	Secondary	M	4080
Warrnambool and South West	Technical or Further Educational Institution	F	1523
Warrnambool and South West	Technical or Further Educational Institution	M	1283
Warrnambool and South West	University or other tertiary	F	1584
Warrnambool and South West	University or other tertiary	M	699
Migratory - Offshore - Shipping (Vic.)		F	3
Migratory - Offshore - Shipping (Vic.)		M	25
No usual address (Vic.)		F	1402
No usual address (Vic.)		M	2250
No usual address (Vic.)	Infants/Primary	F	150
No usual address (Vic.)	Infants/Primary	M	156
No usual address (Vic.)	Pre-school	F	31
No usual address (Vic.)	Pre-school	M	45
No usual address (Vic.)	Secondary	F	96
No usual address (Vic.)	Secondary	M	72
No usual address (Vic.)	Technical or Further Educational Institution	F	86
No usual address (Vic.)	Technical or Further Educational Institution	M	59
No usual address (Vic.)	University or other tertiary	F	153
No usual address (Vic.)	University or other tertiary	M	89
Brisbane - East		F	5622
Brisbane - East		M	5303
Brisbane - East	Infants/Primary	F	9800
Brisbane - East	Infants/Primary	M	10377
Brisbane - East	Pre-school	F	2045
Brisbane - East	Pre-school	M	2342
Brisbane - East	Secondary	F	8633
Brisbane - East	Secondary	M	8983
Brisbane - East	Technical or Further Educational Institution	F	2620
Brisbane - East	Technical or Further Educational Institution	M	2116
Brisbane - East	University or other tertiary	F	5410
Brisbane - East	University or other tertiary	M	3389
